City,Customer_Age,Customer_Name,Customer_Segment,Discount,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Name,Product_Sub_Category,Profit,Region,Sales,State,Unit_Price,Zip_Code
Indianapolis,45,Greg Guthrie,Small Business,0.04,12/25/2012,47876,High,8,0.46,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,58.08,Central,365.22,Indiana,46.89,46203
Schererville,44,Jennifer Braxton,Small Business,0.05,11/24/2012,40835,High,1,0.57,Office Supplies,Recycled Eldon Regeneration Jumbo File,Storage & Organization,-6.68,Central,18.73,Indiana,12.28,46375
Schererville,44,Jennifer Braxton,Small Business,0.06,11/24/2012,40835,High,26,0.39,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,-8.0845,Central,393.59,Indiana,15.01,46375
Schererville,44,Jennifer Braxton,Small Business,0.09,11/24/2012,40835,High,14,0.77,Technology,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,-326.97,Central,551.18,Indiana,40.48,46375
Schererville,49,Jennifer Braxton,Small Business,0.02,9/11/2013,35141,Medium,29,0.4,Office Supplies,Catalog Binders with Expanding Posts,Binders and Binder Accessories,469.2765,Central,2046.81,Indiana,67.28,46375
Schererville,51,Jennifer Braxton,Small Business,0.05,12/13/2013,55331,High,13,0.39,Office Supplies,Colored Envelopes,Envelopes,-8.24,Central,50.35,Indiana,3.69,46375
Schererville,53,Jennifer Braxton,Small Business,0.01,2/13/2014,9537,Not Specified,43,0.36,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Dark Blue",Binders and Binder Accessories,-149.086,Central,170.88,Indiana,3.81,46375
Schererville,66,Jennifer Braxton,Small Business,0,6/29/2015,48067,Low,24,0.6,Technology,T28 WORLD,Telephones and Communication,630.702,Central,4010.9375,Indiana,195.99,46375
Schererville,66,Jennifer Braxton,Small Business,0.05,6/29/2015,48067,Low,31,0.59,Technology,270c,Telephones and Communication,695.061,Central,3229.66,Indiana,125.99,46375
Gary,67,Erica Bern,Small Business,0.02,8/7/2015,32327,Low,45,0.8,Furniture,Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables,Tables,-1430.451,Central,20333.816,Indiana,550.98,46404
Kokomo,41,Greg Guthrie,Small Business,0.07,7/1/2012,34275,Low,27,0.52,Office Supplies,*Staples* Highlighting Markers,Pens & Art Supplies,26.66,Central,123.46,Indiana,4.84,46901
Kokomo,48,Greg Guthrie,Small Business,0,8/6/2013,18210,Not Specified,27,0.56,Office Supplies,Newell 335,Pens & Art Supplies,12.58,Central,80.79,Indiana,2.88,46901
Kokomo,51,Greg Guthrie,Small Business,0.07,11/17/2013,29382,High,34,0.49,Furniture,12-1/2 Diameter Round Wall Clock,Office Furnishings,35.09,Central,684.66,Indiana,19.98,46901
Kokomo,51,Greg Guthrie,Small Business,0.05,11/17/2013,29382,High,42,0.38,Office Supplies,Staples Standard Envelopes,Envelopes,78.96,Central,239.35,Indiana,5.68,46901
Jeffersonville,48,Greg Guthrie,Small Business,0.08,8/6/2013,18210,Not Specified,27,0.57,Office Supplies,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,2437.17,Central,9293.82,Indiana,363.25,47130
Columbus,44,Carlos Soltero,Small Business,0.1,12/10/2012,56803,Not Specified,42,0.37,Office Supplies,Xerox 1976,Paper,-103.27,Central,258.19,Indiana,6.48,47201
Columbus,51,Carlos Soltero,Small Business,0.06,11/23/2013,51075,Not Specified,43,0.82,Technology,Accessory17,Telephones and Communication,-160.677,Central,1290.2065,Indiana,35.99,47201
Richmond,51,Jennifer Braxton,Small Business,0.09,12/14/2013,2339,Low,12,0.73,Office Supplies,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Storage & Organization,-120.45,Central,1634.98,Indiana,140.85,47374
Richmond,53,Jennifer Braxton,Small Business,0.1,2/13/2014,9537,Not Specified,6,0.65,Furniture,Bush Mission Pointe Library,Bookcases,-382.38,Central,906.02,Indiana,150.98,47374
Bloomington,52,Carlos Soltero,Small Business,0.04,12/30/2013,36293,Medium,13,0.4,Technology,Logitech Cordless Elite Duo,Computer Peripherals,250.47,Central,1272.83,Indiana,100.98,47401
Bloomington,52,Carlos Soltero,Small Business,0.09,12/30/2013,36293,Medium,25,0.37,Office Supplies,Xerox 220,Paper,-94.79,Central,165.36,Indiana,6.48,47401
Vincennes,49,Filia McAdams,Small Business,0.05,9/6/2013,24806,Not Specified,20,0.36,Office Supplies,Wilson Jones Impact Binders,Binders and Binder Accessories,-57.9945,Central,112.03,Indiana,5.18,47591
Vincennes,52,Filia McAdams,Small Business,0.03,1/16/2014,19365,Medium,29,0.36,Office Supplies,Xerox 1992,Paper,-43.36,Central,181.83,Indiana,5.98,47591
Vincennes,58,Filia McAdams,Small Business,0,10/20/2014,16320,Not Specified,17,0.57,Technology,M3682,Telephones and Communication,176.868,Central,1856.9695,Indiana,125.99,47591
Vincennes,74,Filia McAdams,Small Business,0,11/18/2015,42944,Critical,43,0.59,Furniture,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,1061.61,Central,9750.55,Indiana,216.6,47591
Lafayette,45,Greg Guthrie,Small Business,0.01,12/25/2012,44576,Not Specified,38,0.63,Furniture,Bevis 36 x 72 Conference Tables,Tables,-189.34929,Central,5016.25,Indiana,124.49,47905
Madison Heights,48,Sally Knutson,Small Business,0.08,7/16/2013,24833,Not Specified,45,0.63,Furniture,Bevis 36 x 72 Conference Tables,Tables,-818.766,Central,5205.83,Michigan,124.49,48071
Southgate,47,Christopher Martinez,Small Business,0.02,6/7/2013,2720,Critical,36,0.59,Technology,StarTAC 7760,Telephones and Communication,483.966,Central,2051.016,Michigan,65.99,48195
Southgate,67,Christopher Martinez,Small Business,0.02,8/18/2015,3907,Medium,36,0.6,Office Supplies,Hoover Portapower™ Portable Vacuum,Appliances,-1642.65,Central,218.12,Michigan,4.48,48195
Redford,52,Trudy Schmidt,Small Business,0,12/21/2013,8515,Critical,33,0.6,Technology,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,99.31,Central,729.92,Michigan,20.95,48239
Redford,53,Trudy Schmidt,Small Business,0.06,3/10/2014,10916,Medium,23,0.39,Office Supplies,Binder Posts,Binders and Binder Accessories,-49.3235,Central,135.31,Michigan,5.74,48239
Redford,62,Trudy Schmidt,Small Business,0.05,3/1/2015,45317,Low,28,0.55,Furniture,Hand-Finished Solid Wood Document Frame,Office Furnishings,361.82,Central,961.06,Michigan,34.23,48239
Redford,62,Trudy Schmidt,Small Business,0.05,3/1/2015,45317,Low,36,0.51,Technology,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,486.9,Central,1435.95,Michigan,39.24,48239
Redford,66,Trudy Schmidt,Small Business,0.1,6/11/2015,28901,High,23,0.36,Office Supplies,Xerox 1919,Paper,315.16,Central,871.32,Michigan,40.99,48239
Novi,65,Shahid Hopkins,Small Business,0,5/30/2015,42177,Not Specified,38,0.48,Furniture,DAX Solid Wood Frames,Office Furnishings,8.42,Central,395.84,Michigan,9.77,48375
Mount Pleasant,63,Shahid Hopkins,Small Business,0.09,3/24/2015,5473,Not Specified,42,0.38,Office Supplies,#10- 4 1/8 x 9 1/2 Recycled Envelopes,Envelopes,-149.46,Central,355.69,Michigan,8.74,48858
Mount Pleasant,67,Shahid Hopkins,Small Business,0,8/20/2015,11875,Medium,19,0.57,Office Supplies,Eldon Simplefile® Box Office®,Storage & Organization,-36.11,Central,242.63,Michigan,12.44,48858
Jackson,56,Philisse Overcash,Small Business,0.08,6/22/2014,51462,Medium,15,0.57,Office Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Pens & Art Supplies,-13.95,Central,417.88,Michigan,28.15,49201
Jackson,59,Philisse Overcash,Small Business,0.09,11/19/2014,27298,Low,40,0.46,Technology,Canon PC-428 Personal Copier,Copiers and Fax,2154.33,Central,7813.7,Michigan,199.99,49201
Jackson,59,Philisse Overcash,Small Business,0.04,11/19/2014,27298,Low,31,0.38,Office Supplies,Xerox 190,Paper,-54.36,Central,164.92,Michigan,4.98,49201
Holland,54,Mike Vittorini,Small Business,0,4/22/2014,33287,Critical,44,0.56,Technology,Epson LQ-570e Dot Matrix Printer,Office Machines,3909.33,Central,11904.55,Michigan,270.97,49423
Holland,56,Mike Vittorini,Small Business,0.07,6/19/2014,57376,Critical,6,0.57,Technology,3390,Telephones and Communication,-223.212,Central,326.893,Michigan,65.99,49423
Holland,56,Mike Vittorini,Small Business,0.07,6/19/2014,57376,Critical,44,0.52,Furniture,Ultra Door Pull Handle,Office Furnishings,-168.38,Central,442.72,Michigan,10.52,49423
Muskegon,55,Shahid Hopkins,Small Business,0,5/28/2014,14948,Medium,6,0.62,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-144.87,Central,647.78,Michigan,100.98,49442
Muskegon,57,Shahid Hopkins,Small Business,0,9/15/2014,27781,High,47,0.39,Office Supplies,Colored Envelopes,Envelopes,-11.39,Central,181.13,Michigan,3.69,49442
Muskegon,58,Shahid Hopkins,Small Business,0.01,10/9/2014,40134,Low,43,0.42,Technology,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,674.46,Central,1461.1,Michigan,31.78,49442
Muskegon,58,Shahid Hopkins,Small Business,0,10/9/2014,40134,Low,1,0.36,Office Supplies,Xerox 1949,Paper,-6.72,Central,9.75,Michigan,4.98,49442
Muskegon,58,Shahid Hopkins,Small Business,0.1,10/9/2014,40134,Low,10,0.59,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,Appliances,-21.66,Central,109.37,Michigan,10.89,49442
Muskegon,65,Shahid Hopkins,Small Business,0.03,5/30/2015,42177,Not Specified,49,0.56,Technology,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Telephones and Communication,47.421,Central,1201.934,Michigan,28.99,49442
Grand Rapids,49,Mike Vittorini,Small Business,0.06,8/24/2013,10819,Critical,35,0.37,Office Supplies,Xerox 1905,Paper,-197.39,Central,233.39,Michigan,6.48,49505
Grand Rapids,58,Mike Vittorini,Small Business,0,11/12/2014,10944,High,9,0.4,Technology,Canon P1-DHIII Palm Printing Calculator,Office Machines,-27.4746,Central,181.66,Michigan,17.98,49505
Grand Rapids,61,Mike Vittorini,Small Business,0,1/16/2015,3685,Medium,29,0.56,Office Supplies,Newell 35,Pens & Art Supplies,-98.05,Central,106.78,Michigan,3.28,49505
Grand Rapids,67,Mike Vittorini,Small Business,0.02,8/14/2015,4294,Medium,8,0.53,Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,-15.34,Central,17.72,Michigan,1.74,49505
Walker,57,John Murray,Small Business,0.03,9/4/2014,13889,Medium,49,0.55,Furniture,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Chairs & Chairmats,2820.44,Central,12979.1,Michigan,258.98,49534
Newton,42,Anthony Johnson,Small Business,0.01,8/6/2012,29252,Low,9,0.37,Office Supplies,Xerox 1995,Paper,-15.44,Central,65.81,Iowa,6.48,50208
Newton,45,Christina Vanderzanden,Small Business,0.05,1/10/2013,8227,Not Specified,32,0.72,Technology,"Imation Primaris 3.5 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,-43.21,Central,162.25,Iowa,4.77,50208
Newton,59,Christina Vanderzanden,Small Business,0.1,12/1/2014,25248,Medium,26,0.38,Office Supplies,Xerox 1891,Paper,418.19,Central,1150.3,Iowa,48.91,50208
Newton,59,Christina Vanderzanden,Small Business,0.05,12/1/2014,25248,Medium,33,0.52,Technology,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,29.21,Central,271.14,Iowa,8.33,50208
Newton,62,Christina Vanderzanden,Small Business,0.04,2/24/2015,11776,Low,40,0.81,Office Supplies,Bagged Rubber Bands,Rubber Bands,-14.1,Central,57.24,Iowa,1.26,50208
Ottumwa,56,Christina Vanderzanden,Small Business,0.04,7/28/2014,3362,Low,40,0.44,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,734.75,Central,1699.52,Iowa,40.98,52501
Ottumwa,56,Christina Vanderzanden,Small Business,0.03,7/28/2014,3362,Low,50,0.81,Office Supplies,Eldon® Gobal File Keepers,Storage & Organization,-109.1,Central,760.85,Iowa,15.14,52501
Brookfield,45,Lena Radford,Small Business,0.07,1/20/2013,55398,Medium,24,0.6,Office Supplies,Hoover Portapower™ Portable Vacuum,Appliances,-1085.52,Central,154.99,Wisconsin,4.48,53005
Franklin,64,Michelle Ellison,Small Business,0.06,4/24/2015,8033,High,27,0.6,Office Supplies,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,-133.62,Central,118.18,Wisconsin,4.06,53132
Muskego,54,Michael Nguyen,Small Business,0.08,3/15/2014,50309,Low,36,0.83,Office Supplies,Eldon Shelf Savers™ Cubes and Bins,Storage & Organization,-314.22,Central,243.18,Wisconsin,6.98,53150
Oak Creek,44,Sean Miller,Small Business,0.01,11/22/2012,11584,Medium,48,0.35,Technology,Accessory31,Telephones and Communication,836.505,Central,1497.3175,Wisconsin,35.99,53154
Oak Creek,67,Sean Miller,Small Business,0.09,7/29/2015,5699,Low,41,0.57,Office Supplies,Super Decoflex Portable Personal File,Storage & Organization,-121.44,Central,573.89,Wisconsin,14.98,53154
Oak Creek,67,Sean Miller,Small Business,0.01,7/29/2015,5699,Low,2,0.39,Office Supplies,Avery 491,Labels,-4.21,Central,9.25,Wisconsin,4.13,53154
Waukesha,41,Todd Boyes,Small Business,0,7/21/2012,6823,Not Specified,31,0.64,Technology,"Imation 3.5 DS/HD IBM Formatted Diskettes, 50/Pack",Computer Peripherals,-135.46,Central,524.19,Wisconsin,15.98,53186
Waukesha,44,Todd Boyes,Small Business,0.06,12/13/2012,7845,Critical,22,0.36,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Light Blue",Binders and Binder Accessories,-63.3765,Central,118.56,Wisconsin,4.91,53186
Waukesha,44,Todd Boyes,Small Business,0.07,12/13/2012,7845,Critical,45,0.35,Office Supplies,Xerox 1916,Paper,1012.67,Central,2145.05,Wisconsin,48.94,53186
Waukesha,61,Todd Boyes,Small Business,0.04,1/22/2015,9761,Not Specified,2,0.36,Technology,Lexmark Z54se Color Inkjet Printer,Office Machines,-221.6238,Central,202.64,Wisconsin,90.97,53186
Greenfield,47,Michelle Ellison,Small Business,0.02,5/10/2013,45632,Not Specified,50,0.43,Furniture,Document Clip Frames,Office Furnishings,231.68,Central,442.31,Wisconsin,8.34,53220
Sun Prairie,68,Todd Boyes,Small Business,0.06,9/13/2015,2146,Not Specified,41,0.59,Technology,5165,Telephones and Communication,1663.083,Central,6111.1685,Wisconsin,175.99,53590
Green Bay,45,Michelle Ellison,Small Business,0.06,12/23/2012,10434,High,2,0.59,Furniture,Global Ergonomic Managers Chair,Chairs & Chairmats,-244.47,Central,383.45,Wisconsin,180.98,54302
Green Bay,51,Michelle Ellison,Small Business,0.02,11/20/2013,13895,High,44,0.56,Office Supplies,Project Tote Personal File,Storage & Organization,-171.7,Central,614.34,Wisconsin,14.03,54302
Wausau,50,Todd Boyes,Small Business,0.1,10/10/2013,52800,Not Specified,13,0.82,Office Supplies,"Super Bands, 12/Pack",Rubber Bands,-27.29,Central,26.08,Wisconsin,1.86,54401
Wausau,55,Todd Boyes,Small Business,0.1,5/26/2014,31751,High,31,0.38,Office Supplies,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,-10.2235,Central,413.12,Wisconsin,14.27,54401
Wausau,56,Todd Boyes,Small Business,0.07,7/12/2014,36933,High,32,0.38,Office Supplies,Avery 501,Labels,47.56,Central,115.81,Wisconsin,3.69,54401
Wausau,61,Todd Boyes,Small Business,0.08,1/22/2015,9761,Not Specified,23,0.36,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Paper,-92.23,Central,133.69,Wisconsin,5.98,54401
Superior,41,Todd Boyes,Small Business,0.01,7/21/2012,6823,Not Specified,50,0.39,Office Supplies,Large Capacity Hanging Post Binders,Binders and Binder Accessories,490.28,Central,1262.72,Wisconsin,24.95,54880
Superior,51,Todd Boyes,Small Business,0.03,11/18/2013,2752,High,10,0.57,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,15.77,Central,365.62,Wisconsin,34.76,54880
Superior,51,Todd Boyes,Small Business,0.02,11/18/2013,2752,High,41,0.39,Office Supplies,Staples Bulldog Clip,Rubber Bands,55.48,Central,152.59,Wisconsin,3.78,54880
Superior,51,Todd Boyes,Small Business,0.04,11/18/2013,2752,High,10,0.56,Technology,2190,Telephones and Communication,-86.515,Central,575.569,Wisconsin,65.99,54880
Superior,51,Todd Boyes,Small Business,0.03,11/18/2013,2752,High,30,0.46,Technology,"Memorex 80 Minute CD-R, 30/Pack",Computer Peripherals,226.73,Central,695.47,Wisconsin,22.98,54880
Superior,68,Todd Boyes,Small Business,0.07,9/13/2015,2146,Not Specified,44,0.39,Office Supplies,Avery 479,Labels,41.7,Central,113.71,Wisconsin,2.61,54880
Oshkosh,50,Sean Miller,Small Business,0.05,10/9/2013,20545,Not Specified,1,0.6,Furniture,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-163.58,Central,361.94,Wisconsin,284.98,54901
Oshkosh,50,Sean Miller,Small Business,0.02,10/9/2013,20545,Not Specified,40,0.68,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-1754.388,Central,2894.68,Wisconsin,71.37,54901
Oshkosh,50,Sean Miller,Small Business,0.02,10/9/2013,20545,Not Specified,31,0.36,Office Supplies,Xerox 1919,Paper,554.95,Central,1276.04,Wisconsin,40.99,54901
Oshkosh,59,Sean Miller,Small Business,0.08,11/26/2014,20804,Low,13,0.56,Technology,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,215.31,Central,4393.75,Wisconsin,442.14,54901
Oshkosh,67,Sean Miller,Small Business,0.07,7/22/2015,54023,Not Specified,45,0.36,Office Supplies,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,-8.5905,Central,405.6,Wisconsin,8.85,54901
Oshkosh,77,Sean Miller,Small Business,0.04,12/9/2015,46276,Critical,4,0.4,Technology,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,-52.62,Central,114.83,Wisconsin,28.48,54901
Oshkosh,77,Sean Miller,Small Business,0,12/9/2015,46276,Critical,23,0.41,Technology,Canon PC1060 Personal Laser Copier,Copiers and Fax,6079.63,Central,16743.76,Wisconsin,699.99,54901
Appleton,45,Lena Radford,Small Business,0.03,12/22/2012,22279,Not Specified,43,0.36,Office Supplies,Xerox 1940,Paper,1040.65,Central,2463.6,Wisconsin,54.96,54915
Appleton,53,Lena Radford,Small Business,0.07,2/20/2014,7462,High,3,0.59,Office Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,-26.94,Central,72.63,Wisconsin,22.01,54915
Appleton,86,Lena Radford,Small Business,0.09,12/27/2015,1573,High,13,0.56,Furniture,"Global Push Button Manager's Chair, Indigo",Chairs & Chairmats,-226.45,Central,759.94,Wisconsin,60.89,54915
Cottage Grove,45,Mike Kennedy,Small Business,0.1,1/31/2013,14338,Low,34,0.36,Technology,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,2786.35,Central,6580.16,Minnesota,200.97,55016
Lakeville,48,Roland Black,Small Business,0,6/19/2013,33122,Low,21,0.36,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,2819.96,Central,8468.63,Minnesota,400.97,55044
Lakeville,61,Roland Black,Small Business,0.01,1/31/2015,20256,Low,24,0.83,Office Supplies,"Iris® 3-Drawer Stacking Bin, Black",Storage & Organization,-221.56,Central,512.83,Minnesota,20.89,55044
Lakeville,86,Roland Black,Small Business,0.02,12/27/2015,26726,High,37,0.59,Office Supplies,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Appliances,-121.58,Central,173.11,Minnesota,4.37,55044
Lakeville,86,Roland Black,Small Business,0.05,12/27/2015,26726,High,41,0.35,Office Supplies,Avery Legal 4-Ring Binder,Binders and Binder Accessories,364.99,Central,833.51,Minnesota,20.98,55044
Lakeville,86,Roland Black,Small Business,0.08,12/27/2015,26726,High,11,0.59,Office Supplies,Hoover® Commercial Lightweight Upright Vacuum,Appliances,-474.91,Central,86.68,Minnesota,3.48,55044
Inver Grove Heights,43,Roland Black,Small Business,0.08,9/25/2012,18754,Not Specified,32,0.56,Technology,Talkabout T8367,Telephones and Communication,206.352,Central,1725.0325,Minnesota,65.99,55076
Inver Grove Heights,43,Roland Black,Small Business,0.03,9/25/2012,18754,Not Specified,8,0.77,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-221.5,Central,1217.62,Minnesota,140.98,55076
Eagan,45,Mike Kennedy,Small Business,0.09,1/22/2013,44999,Medium,17,0.37,Office Supplies,Xerox 220,Paper,-70.31,Central,110.74,Minnesota,6.48,55122
Woodbury,51,Dennis Bolton,Small Business,0.1,10/29/2013,57986,High,14,0.43,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,-105.33,Central,199.93,Minnesota,14.81,55125
Woodbury,56,Jack O'Briant,Small Business,0.08,8/2/2014,5799,Critical,34,0.57,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,Appliances,1882.2,Central,9626.86,Minnesota,294.62,55125
Shoreview,59,Dennis Bolton,Small Business,0.05,11/30/2014,4579,High,40,0.39,Office Supplies,Satellite Sectional Post Binders,Binders and Binder Accessories,749.2155,Central,1765.05,Minnesota,43.41,55126
Eden Prairie,53,Mike Kennedy,Small Business,0.08,2/19/2014,51777,Medium,4,0.38,Office Supplies,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,194.3185,Central,3465.97,Minnesota,896.99,55343
Eden Prairie,53,Mike Kennedy,Small Business,0.06,2/19/2014,51777,Medium,13,0.46,Technology,Gyration Ultra Cordless Optical Suite,Computer Peripherals,206.86,Central,1307.88,Minnesota,100.97,55343
Prior Lake,46,John Castell,Small Business,0.08,3/3/2013,34599,Low,26,0.52,Furniture,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,7.17,Central,191.55,Minnesota,7.7,55372
Prior Lake,46,John Castell,Small Business,0.05,3/3/2013,34599,Low,29,0.4,Office Supplies,Xerox 197,Paper,22.21,Central,938.86,Minnesota,30.98,55372
Prior Lake,49,John Castell,Small Business,0.06,8/17/2013,12710,Critical,37,0.36,Office Supplies,Xerox 1882,Paper,745.45,Central,2116.62,Minnesota,55.98,55372
Minneapolis,46,Scott Williamson,Small Business,0.05,2/22/2013,4487,Medium,50,0.36,Office Supplies,Wilson Jones® Four-Pocket Poly Binders,Binders and Binder Accessories,-79.419,Central,325.24,Minnesota,6.54,55407
Minneapolis,60,Scott Williamson,Small Business,0.03,12/20/2014,42692,Medium,42,0.37,Office Supplies,Xerox 227,Paper,-202.31,Central,278.01,Minnesota,6.48,55407
Minneapolis,60,Scott Williamson,Small Business,0.08,12/20/2014,42692,Medium,41,0.4,Office Supplies,Xerox 1920,Paper,-168.67,Central,248.86,Minnesota,5.98,55407
Saint Louis Park,58,Brian Derr,Small Business,0.06,10/12/2014,50499,Not Specified,18,0.57,Office Supplies,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,238.52,Central,1758.41,Minnesota,100.98,55416
Saint Louis Park,63,Brian Derr,Small Business,0.01,3/28/2015,18464,High,37,0.65,Furniture,Bush Mission Pointe Library,Bookcases,-345.92,Central,6039.1,Minnesota,150.98,55416
Saint Louis Park,63,Brian Derr,Small Business,0.02,3/28/2015,18464,High,27,0.57,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,253.14,Central,4891.86,Minnesota,180.98,55416
Saint Louis Park,63,Brian Derr,Small Business,0.05,3/28/2015,18464,High,31,0.36,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Paper,80.07,Central,206.49,Minnesota,6.45,55416
Saint Louis Park,63,Brian Derr,Small Business,0.01,3/28/2015,18464,High,41,0.83,Office Supplies,Revere Boxed Rubber Bands by Revere,Rubber Bands,-18.72,Central,80.54,Minnesota,1.89,55416
Bloomington,43,Matt Abelman,Small Business,0.17,9/25/2012,16133,Critical,1,0.58,Furniture,Tensor Computer Mounted Lamp,Office Furnishings,-9.13,Central,27.96,Minnesota,14.89,55420
Brooklyn Park,58,Matt Abelman,Small Business,0.16,9/29/2014,34853,Critical,49,0.54,Furniture,DAX Wood Document Frame.,Office Furnishings,-74.51,Central,651.9,Minnesota,13.73,55445
Mankato,51,Roland Black,Small Business,0.04,11/27/2013,45249,Low,24,0.8,Technology,Accessory6,Telephones and Communication,-126.995,Central,1155.5835,Minnesota,55.99,56001
Mankato,66,Roland Black,Small Business,0.03,7/10/2015,53600,Medium,8,0.36,Office Supplies,Wilson Jones Impact Binders,Binders and Binder Accessories,-17.9515,Central,55.59,Minnesota,5.18,56001
Watertown,45,Michael Nguyen,Small Business,0,12/21/2012,13830,High,27,0.4,Office Supplies,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,911.66,Central,2609.53,South Dakota,90.48,57201
Watertown,52,Michael Nguyen,Small Business,0.04,12/21/2013,9028,Low,48,0.56,Technology,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,3829.63,Central,14556.67,South Dakota,306.14,57201
Great Falls,46,Adam Bellavance,Small Business,0.05,4/20/2013,9895,Low,9,0.56,Office Supplies,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,-6.82,West,54.79,Montana,5.85,59405
Great Falls,54,Adam Bellavance,Small Business,0.05,4/6/2014,17860,Critical,16,0.58,Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-96.33,West,139,Montana,7.77,59405
Helena,55,Adam Bellavance,Small Business,0.07,5/15/2014,26887,Critical,23,0.4,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,-117.1045,West,193.84,Montana,8.04,59601
Helena,55,Adam Bellavance,Small Business,0.08,5/15/2014,26887,Critical,38,0.56,Office Supplies,Belkin F9M820V08 8 Outlet Surge,Appliances,461.65,West,1637.78,Montana,42.98,59601
Helena,70,Adam Bellavance,Small Business,0.02,10/2/2015,18596,Low,42,0.71,Furniture,Office Star Flex Back Scooter Chair with White Frame,Chairs & Chairmats,126.31,West,4917.69,Montana,110.98,59601
Helena,70,Adam Bellavance,Small Business,0.01,10/2/2015,18596,Low,32,0.38,Office Supplies,Avery 485,Labels,223.38,West,416.8,Montana,12.53,59601
Bozeman,42,Ken Dana,Small Business,0.05,8/1/2012,26881,Low,26,0.67,Furniture,Bush Advantage Collection® Racetrack Conference Table,Tables,-410.39,West,10692.97,Montana,424.21,59715
Bozeman,50,Ken Dana,Small Business,0.02,10/11/2013,17952,Medium,28,0.52,Office Supplies,Holmes Odor Grabber,Appliances,2.33,West,430.13,Montana,14.42,59715
Bozeman,52,Lindsay Castell,Small Business,0.1,2/1/2014,6791,Medium,14,0.37,Technology,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Office Machines,110.77,West,730.33,Montana,51.98,59715
Bozeman,59,Ken Dana,Small Business,0.09,11/19/2014,25318,Critical,1,0.37,Office Supplies,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-3.1625,West,3.2,Montana,1.88,59715
Butte,41,Ken Dana,Small Business,0.01,7/6/2012,48416,Not Specified,23,0.37,Office Supplies,Xerox 1986,Paper,-15.48,West,167.66,Montana,6.68,59750
